9639,12812,-0- ,-0- ,-0- ,-0- 
19687,29897,"d. 19 ul. Pogranichnaya","Petropavlovsk-Kamchatski, Kamchatski krai 683032","Russia",-0- 
19688,29902,"d. 1 ul. Solnechnaya S. Ilinka","Khabarovski Raion Khabarovski krai 680509","Russia",-0- 
19690,29905,"Rogozinino","Moscow 143397","Russia",-0- 
19691,29907,"d. 1 pl. Akademika Kurchatova","Moscow 123182","Russia",-0- 
19692,29909,"d. 7 ul. Promyshlennaya","Novy Urengoi, Yamalo-Nenetski a.o. 629306","Russia",-0- 
19989,30234,"d. 40, ul. Dolgorukovskaya","Moscow 127006","Russia",-0- 
19990,30265,"8/15, str. 3 ul. Rozhdestvenka","Moscow 107996","Russia",-0- 
19992,30279,"Ulitsa Yunnatov, Dom 3, Liter A, Ofis 15","Saint Petersburg 192177","Russia",-0- 
19993,30270,"C/O Treureva AG, Muhlebachstrasse 23","Zurich 8024","Switzerland",-0- 
19993,30272,"Chamerstrasse 172, P.O. Box","Zug CH-6300","Switzerland",-0- 
19995,30278,"Arc. Makariou 2-4, Capital center, 9th floor, index 1065","Nicosia","Cyprus",-0- 
19996,30281,"2nd Floor Vanterpool Plaza, Wickhams Cay 1","Road Town","Virgin Islands, British",-0- 
19997,30283,"14th Floor, Papachristoforu Building, 32 Kritis Street","Limassol","Cyprus",-0- 
19998,30285,"196/Themistokli Dervi, 3 Julia House","Nicosia 1066","Cyprus",-0- 
19999,30287,"d. 4/10 str. 1 ul. Sadovaya-Triumphalnaya","Moscow","Russia",-0- 
20000,30289,"d. 53, ul. Ryabinovaya","Moscow 121471","Russia",-0- 
20000,30290,"D. 4, Brodnikov Per.","Moscow 119180","Russia",-0- 
20001,30292,-0- ,"St. Petersburg 192177","Russia",-0- 
20001,30293,"ul. Ryabinovaya d. 53","Moscow 121471","Russia",-0- 
20002,55565,"37/122 T. Shevchenko bld","Kyiv 01032","Ukraine",-0- 
20003,30297,"d. 13 str. 2 per. Bolshoi Sukharevski","Moscow 127051","Russia",-0- 
20003,30298,"B. Sucharevsky per, 13 str. 2, 21","Moscow","Russia",-0- 
20005,30303,"d. 9, str. 5 ul. Krasnoproletarskaya","Moscow 127030","Russia",-0- 
20005,30304,"Per Uglovoy, D. 2, ETAZH 10, Room 22, Room 3","Moscow 127055","Russia",-0- 
20006,30305,"d. 13/2 ul. Begovaya","Moscow 125284","Russia",-0- 
20007,30309,"8/15 str. 3 ul. Rozhdestvenka","Moscow 107996","Russia",-0- 
20008,30308,-0- ,-0- ,"Russia",-0- 
20008,30310,"Turchaninov Per., D. 3, BLDG 1, G.","Moscow 119034","Russia",-0- 
20009,30312,"Street Pushechnaya, D. 5, G.","Moscow 107031","Russia",-0- 
20294,30698,"Street Gagarina 17","Magnitogorsk 455044","Russia",-0- 
20295,30700,"Obrucheva Street, Building 27, Corpus 2","Moscow 117630","Russia",-0- 
20296,30702,"Rochdelskaya street building 20","Moscow 123022","Russia",-0- 
20296,30703,"Krasnopresnenskaia nab. 12, CMT2, Porch 7, Floor 10","Moscow 123610","Russia",-0- 
20296,30704,"Profsoyuznaya Street, Building 125A","Moscow 117647","Russia",-0- 
20297,30706,"Proektiruyemiy proezd No 4062, building 6, structure 16, BTs 'Port Plaza'","Moscow 115432","Russia",-0- 
20297,30707,"D. 40 Ulitsa Miklukho-Maklaya","Moscow 117342","Russia",-0- 
20298,30709,"63 Novocheremushkinskaya Street","Moscow 117418","Russia",-0- 
20298,30710,"Koroviy val., building 7","Moscow 119049","Russia",-0- 
20299,30712,"63 Novocheremushkinskaya Street","Moscow 117418","Russia",-0- 
20299,30713,"Leninskiy prospect, building 15A","Moscow 119071","Russia",-0- 
20300,30715,"Yakimanka B. Street, Building 39","Moscow 119049","Russia",-0- 
20300,30716,"27-29/1, building 6, Smolenskaya-Sennaya st.","Moscow 119121","Russia",-0- 
20301,30718,"Vavilova Street, Building 52, Corpus 2","Moscow 117296","Russia",-0- 
20301,30719,"Yaroslavskaya Street, Building 50, Room 208","Uglich, Yaroslav Oblast 152610","Russia",-0- 
20302,30721,"D. 11 B Kv. 93, Prospekt Kosmonavtov","Ekaterinburg 620017","Russia",-0- 
20302,30722,"Stroibaza","Dobryanka 618740","Russia",-0- 
20302,30723,"7, Liter A, K 4, Ul. Turbinnaya","Ekaterinburg 620017","Russia",-0- 
20302,30724,"1a Ul. Vladivostokskaya","Ufa 450078","Russia",-0- 
20302,30725,"Stroibaza Sugres, R-Nvodoka, Per. Tikhi","Verkhnyaya Pyshma 624070","Russia",-0- 
20302,30726,"Rp Reftinski, A/Ya 1","Asbest 624285","Russia",-0- 
20302,30727,"Baes A/Ya 7","Zarechny 624051","Russia",-0- 
20302,30728,"50, A, Ul. Transportnikov","Berezovski 623703","Russia",-0- 
20302,30729,"Transportnikov Street, Building 50 a","Berezovskiy 623704","Russia",-0- 
20303,30731,"D. 14 Pr Kolomenski","Moscow 115446","Russia",-0- 
20304,30733,"Izhorskiy Zavod B/N, Kolpino","Saint-Petersburg 196650","Russia",-0- 
20304,30734,"Izhorskiy Zavod, d. b/n, Kolpino","Saint-Petersburg 196651","Russia",-0- 
20305,30736,"Izhorskiy Zavod B/N, Kolpino","Saint-Petersburg 196650","Russia",-0- 
20305,30737,"Izhorskiy Zavod, d. b/n, Kolpino","Saint-Petersburg 196651","Russia",-0- 
20306,30739,"67, Lenin Avenue","Balashikha, Moscow Region 143907","Russia",-0- 
20306,30741,"36 Lenina Prospekt","Balashikha G. 143907","Russia",-0- 
20307,30743,"Bld. 20, Ovchinnikovskaya Emb.","Moscow 115035","Russia",-0- 
20307,30744,"24 Timura Frunze Street","Moscow 119021","Russia",-0- 
20308,30746,"Kolpino G, Izhorski Zavod","St. Petersburg 196651","Russia",-0- 
20308,30747,"Izhorskiy Zavod, Kolpino","Saint Petersburg 196650","Russia",-0- 
20309,30749,"Pl. Pervoi Pyatiletki","Ekaterinburg 620012","Russia",-0- 
20311,30752,"12 M. Mkrtchyan Street","Yerevan 375010","Armenia",-0- 
20311,30753,"6-10 Northern Ave.","Yerevan 0001","Armenia",-0- 
20312,30755,"Zollikerstrasse 183","Zurich 8008","Switzerland",-0- 
20312,30757,"Zollikerstrasse 183","Zurich 8032","Switzerland",-0- 
20313,30759,"Wiedner Hauptstrasse 17","Vienna 1040","Austria",-0- 
20314,79157,"Glafkos Tower, Floor 4, Flat 401, 3 Menandrou","Nicosia 1066","Cyprus",-0- 
20315,30763,"Arianthi Court, 2nd floor, 50 Agias Zonis Street","Limassol 3090","Cyprus",-0- 
20315,30764,"Agios Athanasios, 46, Interlink Hermes Plaza, Floor 1","Limassol 4102","Cyprus",-0- 
20315,79153,"Spyrou Kyprianou 65, Crystalserve Business Center, Floor 2","Limassol 4003","Cyprus",-0- 
20316,30766,"Dijsselhofplantsoen 14","Amsterdam 1077 BL","Netherlands",-0- 
20317,79155,"15, Rue Bender","Luxembourg 1229","Luxembourg",-0- 
20318,30770,"Trident Chambers, Road Town, PO Box 146","Tortola","Virgin Islands, British",-0- 
20318,30771,"Agias Zonis, 50, Arianthi Court, 2nd floor","Limassol 3090","Cyprus",-0- 
20319,30773,"Dijsselhofplantsoen 14","Amsterdam, Noord-Holland 1077","Netherlands",-0- 
20621,31269,"3 per. Gagarinski","Moscow 119034","Russia",-0- 
20621,31429,"3 Gagarinsky Pereulok","Moscow","Russia",-0- 
20640,31271,"D. Retyum","Luzhski Raion, Leningradskaya Obl. 188230","Russia",-0- 
20640,31430,"Retiun Village","Lujskiy District, Leningrad Region","Russia",-0- 
20660,31290,"3 per. Gagarinski","Moscow 119034","Russia",-0- 
20660,31431,"3 Gagarinsky Pereulok","Moscow","Russia",-0- 
20661,31292,"1 per. Elevatorny Stanitsa Leningradskaya","Leningradski Raion, Krasnodarski Kr. 353740","Russia",-0- 
20661,31432,"1 Elevatorniy Pereulok","Leningradskaya Village, Leningradskiy District, Krasnodar Region","Russia",-0- 
20662,31294,"1 ul. Privokzalnaya S. Belaya Glina","Beloglinski Raion, Krasnodarski Kr. 353040","Russia",-0- 
20662,31433,"1 Privokzalnaya Str.","Belaya Glina Village, Leningradsky District, Krasnodar Region","Russia",-0- 
20665,31299,"115 ul. Konshinykh Stanitsa Ladozhskaya","Ust-Labinski Raion, Krasnodarski Kr. 352320","Russia",-0- 
20665,31434,"115 Konshinykh Str.","Ladogskaya Village, Ust-Labinskiy District, Krasnodar Region","Russia",-0- 
20666,31302,"1 ul. Elevatornaya Stanitsa Straovelichkovskaya","Kalininski Raion, Karsnodarski Kr. 353793","Russia",-0- 
20666,31435,"1 Elevatornaya Str.","Starovelichkovskaya Village, Kalininskiy District, Krasnodar Region","Russia",-0- 
20667,31304,"29 ul. Grigoreva Stanitsa Novopokrovskaya","Novopokrovski Raion, Krasnodarski Kr. 353020","Russia",-0- 
20667,31436,"29 Grigorieva Str.","Novopokrovskaya Village, Novopokrovskiy District, Krasnodar Region","Russia",-0- 
20668,31306,"16V ul. Khomyakovskaya Pos. Khomyakova","Tula, Tulskaya Obl. 300098","Russia",-0- 
20668,31437,"16 Homiakovskaya Str.","Homiakovo, Tula","Russia",-0- 
20669,31308,"1 ul. Sadovaya Stanitsa Arkhangelskaya","Tikhoretski Raion, Krasnodarski Kr. 352118","Russia",-0- 
20669,31438,"1 Sadovaya Str.","Arkhangelskaya Village, Tikhoretskiy District, Krasnodar Region","Russia",-0- 
20670,31310,"1 ul. Krasnogvardeiskaya Stanitsa Oktyabrskaya","Krylovski Raion, Krasnodarski Kr. 352085","Russia",-0- 
20670,31439,"1 Krasnogvardeiskaya Str.","Oktiabrskaya Village, Krylovski District, Krasnodar Region","Russia",-0- 
20671,31312,"1 ul. Mira Pos. Kubanski","Novopokrovski Raion, Krasnodarski Kr. 353011","Russia",-0- 
20671,31440,"1 Mira Str.","Kubanskiy Village, Novopokrovskiy District, Krasnodar Region","Russia",-0- 
20672,31314,"2 ul. Krupskaya S. Krasnoe","Kushchevski Raion, Krasnodarski Kr. 352010","Russia",-0- 
20672,31441,"2 Krupskoi Str.","Krasnoe Village, Kutshevskiy District, Krasnodar Region","Russia",-0- 
20673,31316,"15 per. Zaporozhski Stanitsa Novominskaya","Kanevskoi Raion, Krasnodarski Kr. 353701","Russia",-0- 
20673,31442,"15 Zaporogskiy Pereulok","Novominskaya Village, Kanevskoy District, Krasnodar Region","Russia",-0- 
20675,31320,"5 ul. Shkolnaya D. Vistino","Kingiseppski Raion, Leningradskaya Obl. 188477","Russia",-0- 
20676,31322,"8 per. Olsufevski","Moscow 119021","Russia",-0- 
20677,31324,"28 ul. Tarasova, Tarko-Sale","Purovski Raion, Yamalo-Nentski Okr. 629850","Russia",-0- 
20678,31326,"d. 7 Litera A ul. Paradnaya","St. Petersburg 191014","Russia",-0- 
20679,31328,"D. Limbei","Purovski Raion, Yamalo-Nenetski Okr. 629880","Russia",-0- 
20680,31330,"D. Limbei","Purovski Raion, Yamalo-Nenetski Okr. 629880","Russia",-0- 
20681,31332,"41 ul. Petropavlovskaya","Perm, Permski Kr. 614000","Russia",-0- 
20683,31336,"42 prospekt Lenina","Chelyabinsk, Chelyabinskaya Obl. 454091","Russia",-0- 
20684,31338,"9 ul. Respubliki","Salekhard, Yamalo-Nenetski Okr.","Russia",-0- 
20685,31340,"37 ul. Lesnaya","Kostroma, Kostromskaya Obl. 156005","Russia",-0- 
20686,31342,"str. 2 ter. Promyshlenaya zone No. 11 Krasnoselkup","Krasnoselkupski Raion, Yamalo-Nenetski A.O. 629380","Russia",-0- 
20687,31344,"12/2 ul. Zvereva","Nadym, Yamalo-Nenetski Okr. 629730","Russia",-0- 
22383,33848,"d. 24 korp. 1 ul. Vavilova","Moscow 119334","Russia",-0- 
22384,33850,"d. 4 str.1 ul. Shchipok","Moscow 115093","Russia",-0- 
22385,33852,"100 ul. Leninskaya","Samara, Samarskaya Obl. 443020","Russia",-0- 
22386,33854,"139 ul. Respubliki","Tyumen, Tyumenskaya Obl. 625048","Russia",-0- 
22387,33856,"163 ul. Volochaevskaya","Khabarovsk, Khabarovski Kr. 680000","Russia",-0- 
22388,33858,"12 ul. Nametkina","Moscow 117420","Russia",-0- 
22389,33860,"10 ul. Krupskoi","Ufa, Bashkortostan Resp. 450077","Russia",-0- 
22390,33862,"8A prospekt Vernadskogo","Moscow 119311","Russia",-0- 
22391,33864,"d. 113 ul. Uralskaya","Bryansk, Bryanskaya Obl. 241020","Russia",-0- 
22392,33866,"d. 24 korp. 1 ul. Vavilova","Moscow 119334","Russia",-0- 
22393,33868,"ul. Sheskharis","Novorossisk, Krasnodarski Kr. 353911","Russia",-0- 
22394,33870,"2-B ul. Gorkogo","Angarsk, Irkutskaya Obl. 665830","Russia",-0- 
22395,33872,"24 ul. Naberezhnaya Reki Ushaiki","Tomsk, Tomskaya Obl. 634050","Russia",-0- 
22396,33874,"2/1 prospekt A.I.Zeryunova","Ukhta, Komi Resp. 169313","Russia",-0- 
22397,33876,"d. 12 str. 2 ul. Nametkina","Moscow 117420","Russia",-0- 
22398,33878,"19A ul. Larina","Nizhni Novgorod, Nizhegorodskaya Obl. 603152","Russia",-0- 
22399,33881,"7 ul. Kuibysheva","Lukhovitsy, Raion Moskovskaya Obl. 140501","Russia",-0- 
22400,33883,"d. 5/7 str. 2, 3 ul. Shchipok","Moscow 115054","Russia",-0- 
22401,33885,"d. 16 korp. 1 ul. Dobrolyubova","Moscow 127254","Russia",-0- 
22402,33887,"26A ul. Nikolaya Ershova","Kazan, Tatarstan Resp. 420061","Russia",-0- 
23552,35606,"D. 94, Obvodnogo Kanala, nab","St. Petersburg 196084","Russia",-0- 
23554,35614,"Vostochnaya Industrial 1 Territory 2, Poselok Barsovo, Surgutsky District","Yugra, Khanty-Mansiysky Autonomous Okrug","Russia",-0- 
23557,35620,"17, Bld 1, Zubovsky Boulevard","Moscow 119847","Russia",-0- 
23559,35623,"4 Oktyabrsky Prospekt","Pskov 180000","Russia",-0- 
23562,35630,"d. 20 Germana Ulitsa","Veliky Novgorod, Novgorodskaya Oblast 173002","Russia",-0- 
23566,35639,"d. 81 Sovetskaya Ulitsa, S. Chervichevsky","Tyumensky Rayon, Tyumenskaya Oblast 625519","Russia",-0- 
23568,35641,"d. 1 Shosse Entuziastov","Kirishi, Leningradskaya Oblast 187110","Russia",-0- 
23569,35643,"22-b Komsomolskaya Ulitsa, Central District","Kaliningrad","Russia",-0- 
23570,35645,"6 Novotorzhskaya Ulitsa","Tver","Russia",-0- 
23571,35647,"9/1 Lermontova Ulitsa","Surgut 628418","Russia",-0- 
23572,35649,"Lit A, 12 Smolenskaya Ulitsa","St. Petersburg 196084","Russia",-0- 
23577,35658,"19 Kukuyevitskogo Street","Surgut 628400","Russia",-0- 
27016,41053,-0- ,"Ankara","Turkey",-0- 
28603,43253,"place du Lac 2","Geneve 1204","Switzerland",-0- 
30882,48464,"31 Jinrong Street, Xicheng District","Beijing 100033","China",-0- 
30902,48389,"5 Landianchang South Road Haidian District","Beijing 100097","China",-0- 
30923,48543,"60th Floor, The Center, 99 Queens Road Central","Hong Kong","China",-0- 
30924,48545,"75th Floor, The Center, 99 Queen's Road Central","Hong Kong","China",-0- 
30925,48406,"Building 19 Compound A5 Shuguang Xili Chaoyang District","Beijing 100028","China",-0- 
30926,48544,"Bank of China Tower, 65th Floor, 1, Garden Road","Hong Kong","China",-0- 
30927,48423,"1 Nandahongmen Road Fengtai District","Beijing 100076","China",-0- 
30927,48424,"No. 1, South Dahongmen Road, Fengtai District","Beijing 100076","China",-0- 
30928,48432,"No. 8, Fucheng Road, Haidian District","Beijing 100089","China",-0- 
30929,48425,"No. 8, Fucheng Road, Haidian District","Beijing 100048","China",-0- 
30930,48458,"85, Deshengmen Street, Xicheng District","Beijing 100088","China",-0- 
30932,48431,"19F, Building 1, No. 66A, Zhongguancun East Road, Haidian District","Beijing 100190","China",-0- 
30933,48449,"No. 46, Sanlihe Road, Xicheng District","Beijing 100032","China",-0- 
30933,48450,"No. 10 Yard, Chedaogou, Haidian District","Beijing 100089","China",-0- 
30934,48426,"Shenzhou Technology Mansion, 12th Floor, 31, Zhongguancun South Avenue","Beijing 100081","China",-0- 
30934,48427,"12F Shenzhou Building, 31 Zhongguanchun South Street, Haidian District","Beijing 100081","China",-0- 
30936,48492,"No. 27, Wanshou Road, Haidian District","Beijing 100846","China",-0- 
30937,48482,"33F, South Building, China General Nuclear Building, No. 2002 Shennan Avenue, Futian District","Shenzhen, Guangdong","China",-0- 
30938,48451,"No. 1, Pudong Avenue, Pilot Free Trade Zone, Pudong New District","Shanghai 200135","China",-0- 
30939,48463,"31 Jinrong Street, Xicheng District","Beijing 100033","China",-0- 
30942,48462,"No. 21, Financial Street, Xicheng District","Beijing 100033","China",-0- 
30944,48461,"No. 29, Financial Street, Xicheng District","Beijing 100032","China",-0- 
30946,48429,"555, Qianmo Road, Binjiang District","Hangzhou 310051","China",-0- 
30947,48459,"Huawei Headquarter Office Building, Bantian, Longgang District","Guangdong, Shenzhen 518129","China",-0- 
30949,48460,"No. 1036, High-Tech Inspur Road","Jinan, Shandong 250101","China",-0- 
30950,48428,"No. 301, Zhongshan East Road, Xuanwu District","Nanjing, Jiangsu 210002","China",-0- 
30951,48561,"18, Zhangjiang Road, Pudong New Area","Shanghai 201203","China",-0- 
30951,48562,-0- ,-0- ,"Cayman Islands",-0- 
30954,48484,"No. 1, Nansan Lane, Sanlihe, Xicheng District","Beijing 100822","China",-0- 
30956,48439,"No. 25, Chaoyangmen North Street, Dongcheng District","Beijing 100010","China",-0- 
30957,48430,"No. 46, Sanlihe Road, Xicheng District","Beijing 100821","China",-0- 
30958,48481,"No. 12 Chegongzhuang Avenue, Xicheng District","Beijing 100037","China",-0- 
30959,48483,"East Yard No. 40, Fuxing Road, Haidian District","Beijing 100855","China",-0- 
31693,47735,"9 Ilyinka Street","Moscow 109097","Russia",-0- 
31694,47732,"9 Ilyinka Street","Moscow 109097","Russia",-0- 
31695,47734,"Neglinnaya St 12","Moscow 107016","Russia",-0- 
31695,47741,-0- ,"Moscow","Russia",-0- 
32028,48202,"No. 99 Taoyuan Road, Economic Development Zone","Hefei","China",-0- 
32028,48203,"Economic And Technological Development Zone, 99 Hezhang Road","Hefei 230001","China",-0- 
32052,48244,"No. 1, Xifei Avenue, Yanliang District","Xi'an, Shaanxi","China",-0- 
32053,48247,"No. 501, Beiya Road, Wudang District","Guiyang, Guizhou","China",-0- 
32055,48255,"No. 10, Zhoushan Rd., Luoyang Area, Pilot Free Trade Zone","Luoyang, Henan","China",-0- 
32056,48259,"1, Lingbei Street, Huanggu District","Shenyang 110850","China",-0- 
32069,48279,"China Satellite Communications Tower, Building A, 21st Floor, 65, Zhichun Road, Haidian District","Beijing 100190","China",-0- 
32072,48286,"No. 85, Deshengmen Outer Street, Xicheng District","Beijing 100088","China",-0- 
32073,48293,"Block 1, Aerospace Communications Mansion, 138, Jiefang Road","Hangzhou 310009","China",-0- 
32077,48298,"Hi-Tech Industrial Park, Jiangnan Park, 4, Zihua Road, Licheng district","Quanzhou 362000","China",-0- 
32078,48303,"Minzhu Road, Qingshan District","Baotou 014032","China",-0- 
32079,48305,"40, South Fang Cun Road, Liwan District","Guangzhou 510382","China",-0- 
32082,48313,"1, Yonghe Road, Gangzha District","Nantong 226011","China",-0- 
32084,48316,"Development Zone, 388, Kai Fa Avenue","Taizhou 318000","China",-0- 
32085,48318,"High-Technology Industrial Zone, Economic & Technological Development Zone","Wuhan 430056","China",-0- 
32087,48323,"Building 1, Area B, Bantian Huawei Base, Longgang District","Guangdong, Shenzhen","China",-0- 
32088,48325,"P.O. Box 5001-500","Nanchang 330024","China",-0- 
32088,48326,"Xinxi Bridge Road Qingyunpu District","Nanchang 330024","China",-0- 
32089,48328,"263 Main Street","Road Town VG11100","Virgin Islands, British",-0- 
32090,48331,"Building 20, 8th-9th Floor, 5A, Shuguangxili","Beijing 100028","China",-0- 
32091,48332,"C/O Vistra Corporate Services Centre, Wickhams Cay II","Road Town VG1110","Virgin Islands, British",-0- 
32100,48350,"72 Kunminghu South Road, Haidian District","Beijing 100097","China",-0- 
32101,48352,"7, Honghe Road, Xiaohe District","Guiyang 550009","China",-0- 
32102,48354,"No.1, Meixihu Road, Yuelu District","Changsha 410205","China",-0- 
32103,48357,"4F Zhongshangxin Mansion 34 Xueyuan South Road","Beijing 100082","China",-0- 
32106,48362,"72, Kunminghu South Road, Haidian District","Beijing 100097","China",-0- 
32107,48364,"508, Gongye Road","Nanyang 473003","China",-0- 
32128,48422,"7, Jingtian Road","Nanjing 210033","China",-0- 
32129,48434,"Jiangning Economic Zone, 188, Tianyuan Zhong Road","Nanjing 211100","China",-0- 
32130,48436,"No. 2, Kechuang 15 Street, Economic Technology Development Zone","Beijing","China",-0- 
32131,48438,-0- ,"Xi'an","China",-0- 
32153,48453,"High-Tech Industrial Development Zone, 166, West Avenue","Xi'an 710119","China",-0- 
33091,49762,"PO Box 309, Ugland House","Grand Cayman KY1-1104","Cayman Islands",-0- 
33091,49763,"Block A, Raycom Infotech Park, No. 2 Kexueyuan South Road, Haidian District","Beijing","China",-0- 
33111,49782,"14 F, West Block of Skyworth Semiconductor Design Building, No. 18 Gaoxin South 4th Road, Nanshan District","Shenzhen, Guangdong 518057","China",-0- 
33112,49784,"Room 501, No. 37, Jinlong Road, Nansha District","Guangzhou, Guangdong 511457","China",-0- 
33112,49785,"Building 11, Zhangjiang Artificial Intelligence Island, Chuanhe Road, Pudong New Area","Shanghai","China",-0- 
33113,49787,"Zhongguancun Software Park, Sugon Building 36, 8, Dongbeiwang West Road, Haidian District","Beijing 100193","China",-0- 
33114,49789,"Block 1, 1F & 2F Harbour View, 12 Science Park, West Avenue","Hong Kong New Territories, Hong Kong SAR","China",-0- 
33893,50764,"Suite #4-210, Governors Square, 23 Lime Tree Bay Avenue, PO Box 23211","Grand Cayman KY1-1209","Cayman Islands",-0- 
33894,50766,"High-Tech Zone, Century Pacific International Centre, 416, South Beijing Road","Urumqi 830000","China",-0- 
33895,50768,"Wangjing Soho, 2nd Tower, 26th Floor, 1, Futong Avenue, Chaoyang District","Beijing 100102","China",-0- 
33896,50771,"2nd Phase of Xiamen Software Park, Meiya Pico Building, 12 Guanri Road","Xiamen 361008","China",-0- 
34556,51785,"P.O. Box: 14, 1, Tverskaya-Yamskaya Street","Moscow 125047","Russia",-0- 
34556,51787,"30 (building 1), Goncharnaya st.","Moscow 115172","Russia",-0- 
34556,51788,"d. 14 litera A, naberezhnaya Sinopskaya","St. Petersburg 191167","Russia",-0- 
34578,51904,"51, Republic Street","Kedrovyy","Russia",-0- 
34578,51907,"d. 43 k. 1, ul. Dubrovinskogo","Krasnoyarsk, Krasnoyarski Kr. 660017","Russia",-0- 
34578,51908,"23 Pravda St","Moscow 127015","Russia",-0- 
34578,51909,"Mail Box No. 54","Moscow 127137","Russia",-0- 
34736,52044,"Novaya Basmannaya Street, 2","Moscow 107174","Russia",-0- 
46072,68654,"Complex No. 44","Nay Pyi Taw, Naypyidaw Union Territory","Burma",-0- 
46072,68655,"Building No. 6","Nay Pyi Taw","Burma",-0- 
50476,76536,-0- ,"Miami, FL","United States",-0- 
50476,76537,-0- ,"Petionville, Ouest","Haiti",-0- 
50476,76538,-0- ,"Port-au-Prince, Ouest","Haiti",-0- 
50476,76539,-0- ,-0- ,"Dominican Republic",-0- 

